chr	start	end	TSC_Tfap2c_10k_rep1	TSC_Tfap2c_1k_rep1	TSC_Tfap2c_1k_rep2	TSC_Tfap2c_50k_rep1	TSC_Tfap2c_5k_rep1
chr3	136325566	136328066	1.2448211094489465	2.1366731349283854	1.9446024362972807	1.6744477617371758	1.3841361701702248
chr3	136448849	136451349	1.13270913473276	1.6449673076171876	1.0639033433777947	1.4614194187956036	1.623034977511702
chr3	136668065	136670565	30.35543633610652	36.57685616861979	27.267301612963	22.002513441553656	32.53057050023572
chr3	137339077	137341577	1.2659802604675292	1.782748468261719	1.2936270495823452	1.5783974701503538	0.9413108338980839
chr3	137552122	137554622	1.4852273901132438	2.683552435791016	1.645122757284982	1.7616607431087854	1.5806578777444775
chr3	137621671	137624171	3.978516430077186	3.4062146608072914	4.358048217773438	3.411672429613797	4.845643665497878
chr3	137862486	137864986	13.66397453120305	18.697865314941406	15.63309761505127	11.387821349982495	17.060563850350213
chr3	137865674	137868174	10.703067604417067	14.590729035156249	9.695885121808734	7.793100792075103	11.647411903960128
chr3	137916554	137919054	10.676009883469801	15.805237460123697	12.114324009377615	8.993638284129016	12.473353600653285
chr3	137981049	137983549	9.317945702538124	8.067649735351562	8.907758067757742	8.01245284377764	8.11560647898707
chr3	138066888	138069388	1.5684564450190617	2.20911106632487	3.978942524937221	1.7925863195455298	1.389305654433678
chr3	138141447	138143947	16.80858962965745	14.683579901041666	16.39515337611607	12.562023529628537	17.234377093716326
chr3	138142888	138145388	24.0793241602971	24.27495226920573	21.221130371529718	17.99412187569096	25.141550984665443
chr3	138186213	138188713	1.566277599980281	2.8353827833658856	2.249001053946359	2.064226962568175	1.7944847433155982
chr3	138215772	138218272	4.006823326932468	5.8079229176432285	4.645359318324497	3.731356480781987	3.336207791348162
chr3	138239163	138241663	2.883476838801457	1.5938891608072918	2.5272272626604355	2.5594795794792895	2.6154890098834858
chr3	138275644	138278144	4.149560595703125	4.397111376057942	3.7589107142857143	3.2997444096403297	4.583444965020542
chr3	138311285	138313785	1.8904162896816545	2.525864911702474	2.308267899976458	2.7659267450872456	2.1999375387257545
chr3	138372120	138374620	1.3598955200195313	1.2671488916015625	1.393254790169852	1.4286228743067328	1.3643686237729828
chr3	138413496	138415996	2.467651091120793	1.876197836263021	1.7300039308820452	2.2797326208726414	1.9193500591409618
chr3	138435199	138437699	1.3401489698520075	2.3640900561523437	1.5476635071890694	1.8948152856646845	1.330691942622744
chr3	138488882	138491382	23.68109935889611	24.41336138606771	22.981695016043528	19.498549635401314	24.307138570114663
chr3	138524190	138526690	12.055026826829177	18.126999752604167	13.47109049726214	11.177354598135318	15.815549614426185
chr3	138524420	138526920	15.76148608116737	23.295878098958333	17.420222413853235	14.180803932045992	20.659618293709592
chr3	138726484	138728984	1.9563768977238583	1.727017870768229	1.8687760955810546	1.976903411750074	2.3837288499503297
chr3	138740207	138742707	4.224461509000339	6.369176886393229	4.603447724696569	4.782993277553342	4.575935613382274
chr3	139074701	139077201	24.940913180776743	30.183088933756512	24.701499163927352	17.61770568271853	28.62910637122845
chr3	139203892	139206392	13.629755448678823	12.532783373372396	10.73728701460702	8.773773691774766	13.607352705488534
chr3	140026248	140028748	0.9010899420224703	1.2311249993489581	0.7614774353027344	1.283609760327609	0.7149783172607422
chr3	141211855	141214355	0.8869814535874588	1.275124593302409	1.4475190751484464	1.2267809466236042	1.5033421671900256
chr3	141463563	141466063	6.240818002084586	5.151445462402344	5.16638255519867	3.517722745154039	5.772483956383015
chr3	142168728	142171228	3.4850321238591118	3.6358836316731775	3.778009945406233	2.8872642453751474	4.214676044963968
chr3	142395196	142397696	19.852259955772986	22.52546302327474	18.43777617552621	14.528548746360926	21.929659311965416
chr3	142494933	142497433	2.0252982337364784	1.6752003339436847	1.7185384135654993	2.079820300307364	2.7439185370083514
chr3	142528335	142530835	5.3076119572566105	6.070550806884766	6.785729998561315	6.387986708212798	6.466256988735857
chr3	142558051	142560551	7.289430471332256	7.554626280843098	5.476183455113002	4.712646595332307	6.610249966325431
chr3	142592846	142595346	2.093586324075552	1.8660619514973957	1.253016313607352	1.808965782136737	1.5933885557503538
chr3	142618662	142621162	4.959645144888071	4.707160115885417	4.8567597175598145	3.704274249497899	5.123542379971208
chr3	142623446	142625946	1.5134138884030854	1.954160916666667	2.3510723069327217	2.0056416400261647	1.4947913895179485
chr3	142699047	142701547	7.924988779156025	7.688195273193359	7.362857103620257	7.428365553542803	8.885324016386887
chr3	142763246	142765746	6.959638334538386	9.43871921549479	8.833829334749494	6.946311787328179	11.442661348329741
