chr1	73929713	73929720
chr1	73988762	73988769
chr1	92317936	92317943
chr1	119389711	119389718
chr1	119390075	119390082
chr1	120590968	120590975
chr1	165811319	165811326
chr1	165811320	165811327
chr1	182502852	182502859
chr10	33747286	33747293
chr10	39505316	39505323
chr10	61004515	61004522
chr11	3358735	3358742
chr11	20007162	20007169
chr11	20007163	20007170
chr11	44395549	44395556
chr11	68496033	68496040
chr11	71883557	71883564
chr11	71883558	71883565
chr11	83472904	83472911
chr11	88783717	88783724
chr11	88825916	88825923
chr11	99136449	99136456
chr11	118453319	118453326
chr11	119260207	119260214
chr11	119260208	119260215
chr12	11197671	11197678
chr12	79977430	79977437
chr12	105954852	105954859
chr12	109901427	109901434
chr12	109901428	109901435
chr13	3361086	3361093
chr13	12480011	12480018
chr13	12480012	12480019
chr13	25385427	25385434
chr13	32993800	32993807
chr13	61819908	61819915
chr13	72889520	72889527
chr13	83543617	83543624
chr13	93758623	93758630
chr13	98507376	98507383
chr14	19692398	19692405
chr14	33711894	33711901
chr14	33713294	33713301
chr14	45529954	45529961
chr14	118223811	118223818
chr15	10981796	10981803
chr15	10981797	10981804
chr15	64383739	64383746
chr15	72810181	72810188
chr15	81722045	81722052
chr16	11010952	11010959
chr16	31005507	31005514
chr16	32729111	32729118
chr16	36301277	36301284
chr16	36301278	36301285
chr16	50484744	50484751
chr16	89994319	89994326
chr16	92595346	92595353
chr16	92595347	92595354
chr17	7665502	7665509
chr17	28937011	28937018
chr17	31256893	31256900
chr17	31256894	31256901
chr17	31325258	31325265
chr17	35311914	35311921
chr17	45625961	45625968
chr17	49035313	49035320
chr17	49311731	49311738
chr17	68950549	68950556
chr17	86681545	86681552
chr18	61694719	61694726
chr18	82951538	82951545
chr19	18587302	18587309
chr19	47314727	47314734
chr19	47699735	47699742
chr19	58808555	58808562
chr2	6205373	6205380
chr2	9861478	9861485
chr2	10186489	10186496
chr2	11571333	11571340
chr2	25901627	25901634
chr2	25901628	25901635
chr2	60720230	60720237
chr2	60720231	60720238
chr2	103859727	103859734
chr2	148898233	148898240
chr2	148898234	148898241
chr2	168959842	168959849
chr2	169004003	169004010
chr2	169004004	169004011
chr2	170043904	170043911
chr2	170874357	170874364
chr3	41391689	41391696
chr3	41391690	41391697
chr3	85275955	85275962
chr3	97637521	97637528
chr3	101814852	101814859
chr3	101818685	101818692
chr3	101819204	101819211
chr4	35136230	35136237
chr4	41607146	41607153
chr4	98733807	98733814
chr4	98733808	98733815
chr4	114439414	114439421
chr4	125745935	125745942
chr4	139894998	139895005
chr4	140423793	140423800
chr4	148756053	148756060
chr4	148756054	148756061
chr4	152914137	152914144
chr5	35124300	35124307
chr5	35691039	35691046
chr5	70911365	70911372
chr5	74738714	74738721
chr5	113251188	113251195
chr5	113251189	113251196
chr5	114434871	114434878
chr5	114848703	114848710
chr5	128925975	128925982
chr5	128926256	128926263
chr5	140427240	140427247
chr5	142110694	142110701
chr5	143879604	143879611
chr5	150294745	150294752
chr6	26687481	26687488
chr6	28932377	28932384
chr6	29205957	29205964
chr6	51803902	51803909
chr6	51804218	51804225
chr6	92902967	92902974
chr6	92903179	92903186
chr6	92903180	92903187
chr6	100363650	100363657
chr6	119128288	119128295
chr7	4125290	4125297
chr7	4125794	4125801
chr7	37697970	37697977
chr7	44693533	44693540
chr7	64359994	64360001
chr7	64360019	64360026
chr7	66475686	66475693
chr7	73401095	73401102
chr7	110880483	110880490
chr7	139796360	139796367
chr7	139796361	139796368
chr7	140037982	140037989
chr7	143298793	143298800
chr8	46848997	46849004
chr8	117541964	117541971
chr8	121502075	121502082
chr8	124467859	124467866
chr8	125620151	125620158
chr8	125638802	125638809
chr9	54628770	54628777
chr9	61324359	61324366
chr9	61546964	61546971
chr9	61579298	61579305
chr9	79529851	79529858
chr9	98446457	98446464
chr9	123258815	123258822
