chr1	11304806	11304813
chr1	14764788	14764795
chr1	14764789	14764796
chr1	15074060	15074067
chr1	39305197	39305204
chr1	40266560	40266567
chr1	40266561	40266568
chr1	63275771	63275778
chr1	65133925	65133932
chr1	69731686	69731693
chr1	78564157	78564164
chr1	85749059	85749066
chr1	85749060	85749067
chr1	119894911	119894918
chr1	120039792	120039799
chr1	120039811	120039818
chr1	152798230	152798237
chr1	152798231	152798238
chr1	156724244	156724251
chr1	166056271	166056278
chr1	166056272	166056279
chr1	172274228	172274235
chr1	172274229	172274236
chr1	185515201	185515208
chr10	4190581	4190588
chr10	4190582	4190589
chr10	4320900	4320907
chr10	4486451	4486458
chr10	6358348	6358355
chr10	8131752	8131759
chr10	12714552	12714559
chr10	18449124	18449131
chr10	18449125	18449132
chr10	21652112	21652119
chr10	25237407	25237414
chr10	25237476	25237483
chr10	33977475	33977482
chr10	33977476	33977483
chr10	40171893	40171900
chr10	43705757	43705764
chr10	45291487	45291494
chr10	45291581	45291588
chr10	45291582	45291589
chr10	62019460	62019467
chr10	62019461	62019468
chr10	63145519	63145526
chr10	86834195	86834202
chr10	86834338	86834345
chr10	94379381	94379388
chr10	94519806	94519813
chr10	109808270	109808277
chr10	111541411	111541418
chr10	120857873	120857880
chr10	122097495	122097502
chr10	126896018	126896025
chr11	7196767	7196774
chr11	7196768	7196775
chr11	8584999	8585006
chr11	22637281	22637288
chr11	23014050	23014057
chr11	23014051	23014058
chr11	23903523	23903530
chr11	23903524	23903531
chr11	23904125	23904132
chr11	23904126	23904133
chr11	34786577	34786584
chr11	42701852	42701859
chr11	53486578	53486585
chr11	53486579	53486586
chr11	53906730	53906737
chr11	53906731	53906738
chr11	57464936	57464943
chr11	57501405	57501412
chr11	61641178	61641185
chr11	61641179	61641186
chr11	69703024	69703031
chr11	73121554	73121561
chr11	79213148	79213155
chr11	87322669	87322676
chr11	98354794	98354801
chr11	98605945	98605952
chr11	98606462	98606469
chr11	101648629	101648636
chr11	101648630	101648637
chr11	101654286	101654293
chr11	105113904	105113911
chr11	109348826	109348833
chr11	109348827	109348834
chr11	113638811	113638818
chr11	117440353	117440360
chr11	119200967	119200974
chr11	119200968	119200975
chr12	4064754	4064761
chr12	4064755	4064762
chr12	8099942	8099949
chr12	31554349	31554356
chr12	33255437	33255444
chr12	33255438	33255445
chr12	43204813	43204820
chr12	54669993	54670000
chr12	59307016	59307023
chr12	76086183	76086190
chr12	76086184	76086191
chr12	76557210	76557217
chr12	76615745	76615752
chr12	76615746	76615753
chr12	78926424	78926431
chr12	83760815	83760822
chr12	84842196	84842203
chr12	84842197	84842204
chr12	99967393	99967400
chr12	99967394	99967401
chr12	100524968	100524975
chr12	102326948	102326955
chr12	102326949	102326956
chr13	34440158	34440165
chr13	40649526	40649533
chr13	40649527	40649534
chr13	43538509	43538516
chr13	53846913	53846920
chr13	53846914	53846921
chr13	74463135	74463142
chr13	92042583	92042590
chr13	101763101	101763108
chr13	106941874	106941881
chr13	112066254	112066261
chr13	112066255	112066262
chr14	8680028	8680035
chr14	16482011	16482018
chr14	27315826	27315833
chr14	27667682	27667689
chr14	31444530	31444537
chr14	31444531	31444538
chr14	34892845	34892852
chr14	37911393	37911400
chr14	45392777	45392784
chr14	50805295	50805302
chr14	69855878	69855885
chr14	73529034	73529041
chr15	11687149	11687156
chr15	12842997	12843004
chr15	37072082	37072089
chr15	38643505	38643512
chr15	38643506	38643513
chr15	55582762	55582769
chr15	55582763	55582770
chr15	59022888	59022895
chr15	60310560	60310567
chr15	60310561	60310568
chr15	60310810	60310817
chr15	65896308	65896315
chr15	83165301	83165308
chr15	83256512	83256519
chr15	83256513	83256520
chr15	83578310	83578317
chr15	89573120	89573127
chr15	89573370	89573377
chr15	101552233	101552240
chr15	102063511	102063518
chr15	102063512	102063519
chr16	13727713	13727720
chr16	14031195	14031202
chr16	14357352	14357359
chr16	25061307	25061314
chr16	25061308	25061315
chr16	33195112	33195119
chr16	33536578	33536585
chr16	36828343	36828350
chr16	82789664	82789671
chr16	87653002	87653009
chr16	87653008	87653015
chr16	90860552	90860559
chr16	90860553	90860560
chr16	90891471	90891478
chr16	90910787	90910794
chr16	90910788	90910795
chr16	91314160	91314167
chr16	94189523	94189530
chr16	94189524	94189531
chr17	8407117	8407124
chr17	9276014	9276021
chr17	9276015	9276022
chr17	27653021	27653028
chr17	27678462	27678469
chr17	27678463	27678470
chr17	31811448	31811455
chr17	33980603	33980610
chr17	33980604	33980611
chr17	37080364	37080371
chr17	37198929	37198936
chr17	37198930	37198937
chr17	45389060	45389067
chr17	46522416	46522423
chr17	46598063	46598070
chr17	46599000	46599007
chr17	65617595	65617602
chr17	65617596	65617603
chr17	73984724	73984731
chr17	74328376	74328383
chr17	80835781	80835788
chr17	84899956	84899963
chr18	7960300	7960307
chr18	14984378	14984385
chr18	34349266	34349273
chr18	34629340	34629347
chr18	34629341	34629348
chr18	46799065	46799072
chr18	60914908	60914915
chr18	67533621	67533628
chr18	67533622	67533629
chr18	67533654	67533661
chr18	73746631	73746638
chr18	73925641	73925648
chr18	74807769	74807776
chr18	74807770	74807777
chr18	82519717	82519724
chr19	8695505	8695512
chr19	10696006	10696013
chr19	18818815	18818822
chr19	18818816	18818823
chr19	23098589	23098596
chr19	30552439	30552446
chr19	32172713	32172720
chr19	36243188	36243195
chr19	36243189	36243196
chr19	38589119	38589126
chr19	38589120	38589127
chr19	48188908	48188915
chr19	48188909	48188916
chr19	48189168	48189175
chr19	53045809	53045816
chr19	53730633	53730640
chr19	53730634	53730641
chr19	53748471	53748478
chr19	53748472	53748479
chr2	26330878	26330885
chr2	26331513	26331520
chr2	29507146	29507153
chr2	32131911	32131918
chr2	34504621	34504628
chr2	34551808	34551815
chr2	34551809	34551816
chr2	35493669	35493676
chr2	52574709	52574716
chr2	59494161	59494168
chr2	69378040	69378047
chr2	73799726	73799733
chr2	91195335	91195342
chr2	91195336	91195343
chr2	103085772	103085779
chr2	103085773	103085780
chr2	104141664	104141671
chr2	104141665	104141672
chr2	125239744	125239751
chr2	132067739	132067746
chr2	132067740	132067747
