chr3	131248860	131249860	98	88	186	0.153623189113212
chr3	138142860	138143860	66	40	106	0.708537185839688
chr4	14855986	14856986	66	58	124	0.183446141095931
chr4	19619986	19620986	88	78	166	0.171952682789295
chr18	20187986	20188986	50	70	120	0.477321777533187
chr18	21210986	21211986	48	98	146	1.0146467759644
chr18	21211986	21212986	48	70	118	0.535037275389474
chr18	21214986	21215986	92	40	132	1.18160680648995
chr1	151306846	151307846	84	82	166	0.0343515047907772
chr1	151342846	151343846	54	70	124	0.368387405980022
chr1	151343846	151344846	66	84	150	0.34330174567993
chr1	151556846	151557846	90	72	162	0.317970081318679
chr1	152039846	152040846	58	72	130	0.307181509518176
chr1	152778846	152779846	50	56	106	0.160464672193246
chr1	152786846	152787846	60	52	112	0.202816882999688
chr1	152789846	152790846	120	20	140	2.52654581449583
chr1	152790846	152791846	136	38	174	1.81262986409828
chr1	152793846	152794846	74	58	132	0.346175641134039
chr1	152914846	152915846	64	36	100	0.812914447399504
chr1	152915846	152916846	96	94	190	0.03005723385618
chr1	152916846	152917846	150	154	304	0.037719665949159
chr1	153008846	153009846	62	44	106	0.485426827170242
chr1	155437846	155438846	106	98	204	0.112110366321537
chr2	170204818	170205818	32	76	108	1.22239242133645
chr2	170227818	170228818	72	54	126	0.408464845355358
chr2	171718818	171719818	38	94	132	1.2844533894687
chr2	172526818	172527818	72	34	106	1.06054154193505
chr2	172529818	172530818	50	50	100	0
chr2	173977818	173978818	122	166	288	0.441189787134812
chr2	173980818	173981818	56	104	160	0.881355503501381
chr2	177072818	177073818	12	100	112	2.9577717646107
chr2	180219818	180220818	58	50	108	0.210217707390346
chr2	180235818	180236818	56	58	114	0.0497530351971003
chr2	180237818	180238818	70	50	120	0.477321777533187
chr3	27152972	27153972	76	72	148	0.0769619818148835
chr3	27153972	27154972	118	84	202	0.485426827170242
chr3	27154972	27155972	58	54	112	0.101283335837182
chr3	30994972	30995972	46	68	114	0.553935605100532
chr3	32531972	32532972	64	48	112	0.407657968913246
chr3	37673972	37674972	44	58	102	0.390789953032167
chr8	68278930	68279930	72	54	126	0.408464845355358
chr8	71569930	71570930	56	62	118	0.144389909335175
chr8	73377930	73378930	28	88	116	1.61775243583883
chr1	164007832	164008832	66	66	132	0
chr1	164457832	164458832	52	50	102	0.0554951125917036
chr1	165460832	165461832	60	40	100	0.573185332944803
chr7	43449958	43450958	50	60	110	0.258311995591392
chr7	44985958	44986958	64	42	106	0.596103058326357
chr7	45037958	45038958	104	62	166	0.736965594166206
chr7	45153958	45154958	40	64	104	0.664815808410371
chr7	45154958	45155958	44	82	126	0.88318633501725
chr7	45311958	45312958	82	68	150	0.266514974568755
chr7	45312958	45313958	66	72	138	0.123735368422246
chr7	45601958	45602958	70	58	128	0.267104070142841
chr4	53011944	53012944	62	44	106	0.485426827170242
chr4	53413944	53414944	60	92	152	0.608421473545144
chr4	53416944	53417944	48	100	148	1.04350163863659
chr4	53435944	53436944	38	76	114	0.981384321832652
chr4	53451944	53452944	72	62	134	0.212544635380101
chr4	53452944	53453944	52	78	130	0.575860293613904
chr4	56857944	56858944	78	52	130	0.575860293613904
chr4	56858944	56859944	62	52	114	0.249359468936718
chr4	56984944	56985944	68	52	120	0.38060400221497
chr4	57278944	57279944	54	50	104	0.108934371553165
chr4	57289944	57290944	66	38	104	0.780686971595523
chr4	57331944	57332944	56	74	130	0.395928676331139
chr4	57827944	57828944	38	72	110	0.904422340017769
chr4	57828944	57829944	62	62	124	0
chr4	57829944	57830944	64	44	108	0.53051471669878
chr4	58505944	58506944	74	56	130	0.395928676331139
chr4	59117944	59118944	64	36	100	0.812914447399504
chr4	59172944	59173944	68	32	100	1.06413033741972
chr4	59449944	59450944	86	64	150	0.420575682820274
chr4	59450944	59451944	68	54	122	0.327164743253509
chr4	59522944	59523944	58	54	112	0.101283335837182
chr4	59859944	59860944	74	38	112	0.943416471633632
chr5	5370000	5371000	84	28	112	1.55140994101013
chr11	20018986	20019986	30	74	104	1.27462238010901
chr11	20163986	20164986	50	52	102	0.0554951125917036
chr11	20200986	20201986	50	54	104	0.108934371553165
chr11	22154986	22155986	56	68	124	0.275634442613428
chr11	22155986	22156986	66	66	132	0
chr11	23066986	23067986	52	70	122	0.421826664941483
chr11	23079986	23080986	80	20	100	1.94753258010586
chr11	23095986	23096986	86	52	138	0.715023041285529
chr11	23801986	23802986	54	102	156	0.905140813658559
chr1	9768000	9769000	82	56	138	0.542149417182183
chr4	98845902	98846902	52	52	104	0
chr4	98846902	98847902	64	56	120	0.189477798863713
chr4	99197902	99198902	60	66	126	0.135351852894885
chr4	101646902	101647902	58	66	124	0.183446141095931
chr4	101882902	101883902	70	42	112	0.723482364802584
chr4	101892902	101893902	50	58	108	0.210217707390346
chr4	101893902	101894902	62	46	108	0.422691071822279
chr4	101971902	101972902	84	62	146	0.432111012637785
chr4	101996902	101997902	74	38	112	0.943416471633632
