chr	start	end	TSC_ChIP_Sample1	TSC_ChIP_Sample2	TSC_Tfap2c_1k
chr17	3083683	3086183	2.9464258909225465	8.731896409988403	10.528855539279515
chr17	3112971	3115471	3.7499911832809447	23.28750228500366	24.79347260796441
chr17	3324572	3327072	0.5357139158248901	1.011061716079712	3.8687297447374136
chr17	3530553	3533053	0.8369043529510498	2.3897812271118166	2.092919167480469
chr17	3555823	3558323	3.9285651350021364	16.721122747421266	18.21273293660482
chr17	3557213	3559713	4.330945935058594	17.50791179084778	19.488000606553822
chr17	3695761	3698261	1.4285698413848877	0.0	1.6128674911838106
chr17	4082495	4084995	0.0	0.0	0.0
chr17	4121602	4124102	0.71428542137146	0.0	1.3210662479654949
chr17	4632979	4635479	1.4285702419281006	1.838291711807251	1.5892930444335938
chr17	4993073	4995573	3.5464200925827027	32.876039360046384	20.398828125
chr17	5418267	5420767	1.7857132530212403	0.735317611694336	2.053804014248318
chr17	5439760	5442260	2.0773786401748655	4.871473951339722	7.356281791178386
chr17	5482569	5485069	1.5178564453125	0.735317611694336	2.0841385909016927
chr17	5490599	5493099	2.084522037124634	7.533325183868408	9.91902186319987
chr17	5796656	5799156	2.1428552627563477	10.500333625793457	5.140378763020833
chr17	5839379	5841879	2.738090167045593	24.294878109741212	21.72117854437934
chr17	5939279	5941779	3.1845167684555054	23.62208484649658	16.348031614718966
chr17	6077827	6080327	2.321425266265869	21.14039045333862	21.904312843967013
chr17	6079239	6081739	2.6488059759140015	21.640406148147584	22.420606451822916
chr17	6104829	6107329	1.8749987554550172	14.537229640960692	10.993673069118923
chr17	6268469	6270969	0.6249999189376831	0.0	0.1068757899983724
chr17	6316974	6319474	1.1928549814224243	2.5736108207702637	2.383682672085232
chr17	6428111	6430611	4.732134227752685	11.213590812683105	7.186384934997559
chr17	6450494	6452994	1.3535690259933473	3.3530471683502197	1.7164460673862034
chr17	6620425	6622925	0.6249996185302734	7.353174057006836	2.242809757486979
chr17	6671609	6674109	0.23809520721435548	0.367658805847168	0.6292755968560113
chr17	6782280	6784780	2.744044659614563	13.879115943908692	16.54497071940104
chr17	6894837	6897337	1.2059518239974976	3.5846722412109373	2.6889306408691405
chr17	6947856	6950356	1.3392836380004882	19.30208825111389	7.934220322384306
chr17	6960656	6963156	0.0	1.102976417541504	1.7322804459550647
chr17	7168114	7170614	5.6880845401763915	47.427988271713254	42.17214479329427
chr17	7322659	7325159	0.5357138156890869	0.367658805847168	0.16411550537109373
chr17	7352196	7354696	0.2678571081161499	0.367658805847168	0.3056054773966471
chr17	7384805	7387305	0.6249998188018799	0.34927590370178224	0.12949099820454915
chr17	7804474	7806974	1.0714279317855835	2.301543409347534	2.10742549730089
chr17	7923999	7926499	1.2809516139984132	0.735317611694336	2.6150597748480906
chr17	7943613	7946113	2.4999962139129637	19.3535606010437	7.744731245329114
chr17	8147288	8149788	1.8749983072280885	13.971041107177735	0.8056406793891059
chr17	8163517	8166017	0.7142850208282471	1.4706340217590332	4.707503706309001
chr17	8234042	8236542	1.7654754608154297	2.022123308181763	2.2892528186035155
chr17	8281812	8284312	12.379739789962768	90.70882483329773	63.452527087673616
chr17	8309102	8311602	3.7773762996673583	18.735897803878785	14.663485834418402
chr17	8310618	8313118	3.839281153678894	17.673365425109864	14.57155399875217
chr17	8338405	8340905	0.8035712242126465	1.102976417541504	3.8782877251519103
chr17	8370395	8372895	1.392856261253357	1.6360812854766846	6.018080727132161
chr17	8388968	8391468	0.4464285135269165	1.4963696327209473	3.783858688151041
chr17	8432422	8434922	1.9380926836013794	4.871474838256836	3.9146449688042537
chr17	8524800	8527300	1.1607135343551636	2.849351234436035	5.936768565538194
chr17	8986332	8988832	1.5773795461654663	5.514880933761597	6.3836562327745225
chr17	9167522	9170022	0.8892854106903076	2.481697025299072	3.428020396592882
chr17	9669204	9671704	1.071427731513977	0.367658805847168	2.1907627077907987
chr17	9775366	9777866	1.2499994373321532	1.102976016998291	2.214083662380643
chr17	10317918	10320418	5.395228016090393	26.379515409469604	27.56691573187934
chr17	10318861	10321361	3.604755344390869	21.09993626861572	21.54585047905816
chr17	10322601	10325101	1.5488075204849243	1.102976417541504	3.1221513444010416
chr17	10454215	10456715	1.4761890830993651	1.8382918167114257	1.7113019083658856
chr17	10838358	10840858	2.3607125776290894	19.48591796875	14.289881764322917
chr17	10839691	10842191	1.9452365411758423	20.864636888504027	16.376347866617838
chr17	11882689	11885189	1.9642832565307617	0.4485427658081055	2.035898179253472
chr17	12117283	12119783	2.4107099676132204	8.364232759475708	13.551693680555553
chr17	12316852	12319352	3.9583271646499636	20.9639005317688	14.349862526991101
chr17	12318160	12320660	3.9226126461029054	19.68812526512146	13.470958136664496
chr17	12376608	12379108	1.874998354911804	1.470635223388672	2.8459232202826605
chr17	12464843	12467343	1.1607139348983764	0.367658805847168	1.9252788368055558
chr17	12507204	12509704	1.5178561449050902	3.5074639778137207	3.274127953423394
chr17	12582188	12584688	1.3845225284576417	0.0	1.5779668621148002
chr17	12675338	12677838	0.8928569269180298	0.0	2.2361127319335936
chr17	12739310	12741810	2.785709599494934	14.798263177871704	7.8167298394097235
chr17	12769206	12771706	1.3845230531692505	4.941331909179688	4.702756548936631
chr17	12867643	12870143	1.8666648223876954	4.963388338088989	2.9052102840847436
chr17	12874033	12876533	1.5976179391860963	3.2170117473602295	3.4589008945041235
chr17	12909500	12912000	0.8035709238052369	0.735317611694336	3.61745595296224
chr17	12914328	12916828	2.2916636657714844	10.603276371765137	18.30830517171224
chr17	12915591	12918091	1.7857120513916016	9.742957077026368	20.482634254286026
chr17	12920856	12923356	1.0630941749572753	1.470635223388672	2.7324469597710506
chr17	12939896	12942396	1.4285703420639038	3.4927526473999024	5.4041020339626735
chr17	12960225	12962725	1.33928493976593	3.40084264755249	8.51168822564019
chr17	12992039	12994539	3.2702302074432374	25.989825283050536	26.96214338812934
chr17	13005838	13008338	2.6797565984725953	19.401355321884154	16.69558150878906
chr17	13051780	13054280	0.0892857027053833	0.0	0.2018913396835327
chr17	13059110	13061610	0.3571428108215332	0.0	0.24260991965399847
chr17	13097972	13100472	0.1785714054107666	0.0	0.05358248291015625
chr17	13131291	13133791	0.4464282131195068	1.8382928276062012	0.37597060788472497
chr17	13203041	13205541	0.2678568077087402	0.0	0.3121073480733236
chr17	13219187	13221687	0.4321428010940552	1.8382936096191407	2.3748762155490453
chr17	13228262	13230762	0.8333331251144409	1.0110601139068605	2.0914818880208332
chr17	13352571	13355071	0.2678568077087402	0.7353160095214843	0.30532465179443363
chr17	13519455	13521955	1.035713550567627	1.8382908248901366	1.1790806850857205
chr17	13553594	13556094	0.17857130527496337	0.0	0.49387350279066294
chr17	13758540	13761040	3.7261846971511843	38.640937633514405	23.236617244466146
chr17	13760894	13763394	2.6488046550750735	20.787434991836548	19.958072459309896
chr17	13946372	13948872	0.889285298538208	0.735317611694336	1.6980533326890734
chr17	14203331	14205831	2.336901879310608	23.805904264450074	26.584440106879338
chr17	14277505	14280005	1.1607134342193604	4.04424503326416	4.535672495524089
chr17	14398442	14400942	0.9428568202972412	0.367658805847168	2.0821518939887156
chr17	14693762	14696262	1.8595221664428712	5.14722336769104	6.759942347276476
chr17	14941183	14943683	2.599995789527893	23.927237993240357	12.043712357991536
chr17	14942624	14945124	2.23213906288147	25.644203901290894	12.057809556206596
chr17	14948323	14950823	1.4059518901824952	2.588313555145264	4.298968565673828
chr17	14960760	14963260	0.7916658630371094	4.834714374542236	4.088450806511774
chr17	14976863	14979363	0.0892857027053833	0.0	0.0
chr17	15007839	15010339	0.0	0.0	0.0
chr17	15039611	15042111	0.0	0.7353164100646973	0.1837115478515625
chr17	15041059	15043559	0.0	0.7353164100646973	0.1227295201619466
chr17	15240283	15242783	1.3988088417053222	0.735317611694336	2.2384372726101343
chr17	15353961	15356461	0.9357138639450073	1.8382933139801025	2.1495685516357423
chr17	15375323	15377823	1.1583328826904298	2.481695337295532	7.105722270236545
chr17	15394201	15396701	1.577379946708679	1.102976016998291	7.04479587931315
chr17	15497776	15500276	2.97499701461792	8.724541209030152	14.581026133897568
chr17	15497887	15500387	2.8571400833129883	8.272321662902833	14.415341531032988
chr17	15526801	15529301	1.3392845392227173	10.294444904327392	11.392552439439562
chr17	15562823	15565323	1.7285692016601562	9.099553365707397	10.783775563557942
chr17	15629787	15632287	1.1607136344909668	1.7427009452819824	2.3541426547580295
chr17	15702966	15705466	2.805948247909546	14.79826831817627	18.747802676866318
chr17	15826086	15828586	3.876180515098572	20.430803802108766	16.920200584309896
chr17	17062102	17064602	1.7809506559371948	5.6472385818481445	3.6535958473714194
chr17	17119382	17121882	0.0892857027053833	0.0	0.024133411263359918
chr17	17292442	17294942	0.9333325433731079	2.330954553985596	4.350986557074652
chr17	17372331	17374831	1.8226175094604493	8.272323875427245	8.737259515245226
chr17	17400685	17403185	1.7142831888198853	8.860578155517578	4.5510031629774295
chr17	17623989	17626489	11.02854915561676	70.07944071960449	70.21724908962673
chr17	17701940	17704440	1.267856177330017	0.367658805847168	2.0180717661539713
chr17	17828187	17830687	4.95475472946167	30.148029966354372	37.32544956597223
chr17	17828351	17830851	4.879754939460755	28.76930937767029	31.382186371527776
