chr	start	end	ESC_Tfap2c_ds
chrX	7307013	7307349	11.81143893230529
chrX	7375826	7376353	15.320680782962343
chrX	7428912	7429651	16.224103997298926
chrX	7574387	7574822	16.98966725886553
chrX	7638199	7638658	12.921785514598838
chrX	7648527	7649436	13.494264620496626
chrX	7670654	7671381	13.800024014227656
chrX	7674208	7674613	11.86884834854691
chrX	7721899	7723019	19.22187272821154
chrX	7728350	7728633	13.816761667231368
chrX	7765061	7765352	13.26591144640421
chrX	7840996	7842012	19.152412703656776
chrX	7883967	7884267	11.511869700749715
chrX	7898920	7899623	18.49309652390894
chrX	7928154	7928695	13.962003097957252
chrX	7947402	7948592	22.214669006411768
chrX	7992935	7993317	15.320332916619266
chrX	8001990	8002590	13.697248681386311
chrX	8008455	8009407	16.789876473050157
chrX	8013783	8014050	14.32114516483264
chrX	8050964	8051583	14.208762396133004
chrX	8096692	8097433	15.077135788123456
chrX	8132151	8132846	16.40389988439546
chrX	8145487	8146044	10.545207614316546
chrX	8175565	8176241	11.82002340124909
chrX	8182902	8183296	10.036624510276136
chrX	8183615	8183863	11.540042359982767
chrX	8193087	8193497	9.76898238717056
chrX	8206534	8207688	35.791995493130216
chrX	8219342	8220074	11.00016347241532
chrX	8238703	8239034	12.254166974762056
chrX	9095064	9095721	11.180606539390947
chrX	9475547	9475815	9.085387167645925
chrX	9662681	9662966	12.96962282950418
chrX	11998799	12000594	15.012318897158764
chrX	12005321	12006820	14.334166069679693
chrX	12014845	12015136	11.539084817945342
chrX	12078719	12079348	15.137312261402512
chrX	12088984	12089756	15.061693757926863
chrX	12090377	12091007	17.21021503418211
chrX	12134772	12135300	19.126508485187184
chrX	12153394	12153898	19.25507146403903
chrX	12611389	12611803	10.168555446293043
chrX	12673277	12673541	13.524919957825631
chrX	12761915	12762246	10.316433955535429
chrX	12839772	12840484	14.417915293339933
chrX	12926986	12927297	9.889800899665072
chrX	13013811	13014631	11.83813092999342
chrX	13041820	13042413	21.857129741880986
chrX	13047164	13047961	29.028957637370457
chrX	13070627	13071863	25.60744639970724
chrX	13206815	13208161	12.020175254008391
chrX	13280506	13281300	10.922839940645233
chrX	13281741	13282134	9.875731834625167
chrX	13347226	13347679	10.849002448665122
chrX	13461477	13461868	9.098352420055653
chrX	17571714	17572247	15.030232724731903
chrX	17722082	17722418	20.85966882251558
chrX	17751424	17751741	10.963525660782583
chrX	18162140	18162391	10.977306179791332
chrX	18728094	18728555	17.391941709787364
chrX	19341426	19342479	11.297335349822882
chrX	19346569	19346817	12.660083870733938
chrX	19906795	19907263	10.16012690617488
chrX	20357553	20358048	10.70173330595999
chrX	20424951	20425745	27.903866065239125
chrX	20658428	20659010	10.126062997837657
chrX	20662814	20663168	14.934957612032271
chrX	20687639	20688970	17.78959218977449
chrX	20703767	20705051	19.385734856685744
chrX	20771250	20771777	12.17372484949101
chrX	20792118	20792806	20.016899401365325
chrX	20794284	20794701	19.881384451612295
chrX	20819386	20820248	11.976860730111461
chrX	20920563	20921004	14.33697553016161
chrX	20950761	20951245	11.32004128310306
chrX	20961706	20962033	14.159857394133867
chrX	21062228	21062483	9.657925723580753
chrX	21276772	21277103	10.28174521339624
chrX	23954040	23954827	12.841721494740119
chrX	36597890	36598257	10.873339087826679
chrX	36644779	36645392	17.01670858871684
chrX	36795844	36796085	9.694844976005712
chrX	36805382	36806387	19.327772383428925
chrX	36807835	36808169	18.252214999969848
chrX	36816985	36817400	12.16126686693674
chrX	36989063	36989344	7.133659641513621
chrX	37085123	37085961	12.382525555558306
chrX	38473655	38474080	21.87831533095416
chrX	38564648	38565077	22.576743234843363
chrX	38566572	38567417	22.02849218041234
chrX	38575844	38576798	22.05300325717566
chrX	38589699	38589962	11.131354185111622
chrX	38600388	38600898	12.982658024395214
chrX	38634785	38635681	16.36118260025978
chrX	42067852	42068609	26.086633174548535
chrX	43467306	43467572	10.049945716571091
chrX	47970601	47971966	16.44476158714993
chrX	48071920	48072561	14.897435899457768
chrX	48208285	48208677	13.67129522683669
chrX	48284967	48286051	9.203733063052061
chrX	48305235	48305600	15.452623393437634
chrX	48410011	48410285	9.125913151859367
chrX	48462814	48463210	17.606587000567504
chrX	48623485	48623906	10.508614965968913
chrX	48694679	48694947	14.537030981547797
chrX	49287919	49288161	14.02916467288309
chrX	49406149	49406393	43.28663853934554
chrX	51684627	51684988	16.373606507467763
chrX	52165435	52165668	12.879050369426416
chrX	52167726	52168062	14.573096664178939
chrX	52613751	52614086	12.744437735828
chrX	52744237	52744889	16.684852094006686
chrX	52745353	52745992	14.877309617115671
chrX	52789357	52789739	9.231122867599208
chrX	52835775	52836082	9.658878265840611
chrX	52961496	52961924	10.37762227348078
chrX	56455880	56456252	8.447423486299412
chrX	58013825	58014581	18.116628076664355
chrX	58030577	58030934	14.389776716045304
chrX	58038313	58038553	13.674456751346588
chrX	59493103	59494223	19.252617159485816
chrX	60147408	60147700	12.651206970214844
chrX	60169938	60170496	9.846254670919055
chrX	60178642	60179140	9.481092670356414
chrX	60187759	60188003	8.145927925578883
chrX	61727640	61728626	15.435633404017945
chrX	68491988	68492459	9.394220114260468
chrX	70385548	70385803	12.454074668884278
chrX	70713113	70713466	15.778100435186715
chrX	71555940	71556187	10.621568506063237
chrX	73715749	73717256	27.392103371749908
chrX	73739826	73740070	11.334800329364715
chrX	73746971	73747211	11.19108226299286
chrX	73786612	73786953	16.030280191527783
chrX	73967010	73967847	19.91073821009701
chrX	74008098	74008348	14.728504638671875
chrX	74084956	74086283	11.130822367477704
chrX	74246627	74246893	9.706661661764732
chrX	74269951	74270747	23.77674803781749
chrX	74296865	74297303	10.030839853635117
chrX	74304969	74305245	11.532239081203073
chrX	74312856	74313462	12.838881892339625
chrX	74328534	74328972	9.329248561162382
chrX	74428951	74429960	13.673701622323073
chrX	75130567	75131004	15.865859302285061
chrX	75416303	75416560	11.089110812324494
chrX	76128900	76129211	4.398991545296942
chrX	76598564	76599186	23.28635758602351
chrX	77510220	77511430	14.32742804141084
chrX	77567734	77568356	16.113797111143253
chrX	77667214	77667832	15.568663036167429
chrX	81070438	81070959	10.484634650188307
chrX	84443246	84444011	13.295367459066552
chrX	85077457	85077705	13.18264038716593
chrX	85776992	85777353	8.72299552954465
chrX	88582732	88583391	11.777275089067103
chrX	88873431	88873821	11.478503408187475
chrX	89633966	89634254	5.209761867092715
chrX	90716215	90716493	4.226859713415448
chrX	93297658	93297938	8.949882781505584
chrX	93631898	93632209	13.845729815614952
chrX	93675234	93675489	10.49632916170008
chrX	93831687	93832203	11.559009171271509
chrX	94123261	94123561	8.834415485064188
chrX	94177892	94178460	15.069638265690333
chrX	94367113	94367361	9.330819858658698
chrX	95968117	95968781	14.034714020878436
chrX	98546165	98546518	10.087063246340657
chrX	98937207	98938017	14.616339023024947
chrX	99522046	99523011	14.347593244246251
chrX	99556392	99557573	18.91611502112018
chrX	99819423	99819942	10.602998977911035
chrX	99975014	99976050	11.043063275142066
chrX	100776679	100777334	13.856070723788429
chrX	101084145	101085286	11.482719013504978
chrX	101221894	101222994	23.3914818945798
chrX	101273552	101274689	21.8156152497076
chrX	101332465	101333174	10.272679476206662
chrX	101395850	101396994	15.321294384402828
chrX	101419943	101420314	13.479796301643804
chrX	101429202	101430079	16.07594739072271
chrX	101481530	101482156	11.864424242379185
chrX	101532639	101532993	14.060691941255904
chrX	101639289	101639830	13.926623050033935
chrX	101935534	101935957	13.509614694203046
chrX	102118900	102119731	13.288266170469576
chrX	102157083	102157535	10.430252538845602
chrX	102251613	102252077	10.814547236623435
chrX	102643840	102644675	16.56761263087838
chrX	103252706	103252940	15.586039983309233
chrX	103311802	103312394	20.381130924095977
chrX	103405295	103405596	9.693367082019185
chrX	103472232	103472743	17.904122240622684
chrX	103981368	103981826	11.216480248880178
chrX	103987490	103987765	17.109769266301935
chrX	104114879	104115517	12.093794274105921
chrX	104199782	104200100	10.512921819147074
chrX	104260474	104260711	9.403970758623212
chrX	104618871	104619718	11.560837152857145
chrX	105924570	105925125	15.458088359317264
chrX	105929028	105929323	9.818231550313659
chrX	105938823	105939061	11.266756917248253
chrX	105957164	105957478	11.339919864751732
chrX	106219391	106219919	10.889314838431098
chrX	107297491	107297818	10.705167379583424
chrX	107298184	107298502	12.724181028282118
chrX	107457116	107457454	12.370853679419975
chrX	112370856	112371211	31.658778359856402
chrX	113573594	113574060	13.613598142059065
chrX	121232425	121232949	13.913059046250263
chrX	127091005	127091499	14.28754054583036
chrX	129079418	129079719	11.922330168790596
chrX	129746257	129746615	13.120058025061752
chrX	130547831	130548068	12.260228052420958
chrX	130596747	130597192	11.884522448764757
chrX	134585544	134585929	11.283877953616056
chrX	134612387	134612694	10.266229287809193
chrX	134621566	134622031	12.255293872792233
chrX	134717509	134717913	12.071465640965075
chrX	134844570	134844892	9.511202467154272
chrX	136741340	136742063	15.764836630550823
chrX	137037862	137038337	14.175262131941945
chrX	139998071	139998523	17.21321303232581
chrX	140456198	140456444	9.568933942453649
chrX	140956293	140957161	14.400031883595727
chrX	142681371	142681696	10.375660388653095
chrX	144335627	144336147	15.9033724124615
chrX	144338219	144338706	14.526590705652257
chrX	150588184	150588494	17.63332076841785
chrX	151016988	151017638	12.983480140245877
chrX	151041054	151041884	10.621689646502576
chrX	151049797	151050143	14.316272327665649
chrX	151123481	151124646	13.609830778555809
chrX	151168568	151168968	8.479450615644454
chrX	151520312	151520982	13.06680284756333
chrX	151792526	151792785	13.843018130446033
chrX	151803110	151803549	12.824174676777833
chrX	152016442	152016882	17.741074336658823
chrX	152769791	152770159	12.472302833329076
chrX	153139798	153140168	10.486664725638725
chrX	153237471	153237714	14.47322341542185
chrX	153282075	153282557	15.696009495446296
chrX	153668063	153668539	11.607929556309676
chrX	155205232	155205527	11.061962987608828
chrX	155262490	155262999	10.513739910013316
chrX	157492097	157492513	12.814216980567345
chrX	157578916	157579636	10.534175719155206
chrX	157598317	157598671	10.730495346468047
chrX	159255414	159255668	10.048982400593795
chrX	159510549	159510836	15.276007931406905
chrX	159522586	159523001	15.252326004763683
chrX	159532690	159533016	13.475332994402551
chrX	159988215	159988634	10.68014073428789
chrX	160137986	160138459	12.990168190405686
chrX	160448714	160448960	10.0601604178669
chrX	162160098	162160340	10.203845024108887
chrX	162505199	162505502	12.029528734314166
chrX	162759380	162760316	14.743061113561321
chrX	162829475	162829929	14.273315839305322
chrX	162831730	162832432	18.556048751896263
chrX	162901631	162901908	9.51069499955711
chrX	163908631	163908886	11.502009653577618
chrX	163958120	163958581	8.350210961447361
chrX	164076183	164076549	15.437295014740991
chrX	164980392	164980881	13.203613411917033
chrX	166479255	166479665	9.668953668780443
chrX	166510106	166510507	22.56321583840615
chrX	166618773	166619023	11.124021467208863
chrX	167207257	167207548	28.5424325884003
chr19	3322868	3323188	16.542308643460274
chr19	3324621	3325041	22.24683633077712
chr19	3388346	3389571	17.942520943466498
chr19	3575734	3576178	28.245013917888606
chr19	3623740	3624346	12.987764961255266
chr19	3668202	3668684	15.116311546183226
chr19	3686582	3687076	14.734721050571334
chr19	3707824	3708571	14.40043566089717
chr19	3719240	3719708	18.406496626699074
chr19	3757787	3758409	14.25625931411694
chr19	3767411	3767783	15.085406364933137
chr19	3842501	3842862	12.32940697603939
chr19	3851156	3852084	34.68685899109676
chr19	3912210	3913143	31.492111069085386
chr19	3922628	3923141	9.858322178875959
chr19	3943082	3943454	20.406417549297373
chr19	3988287	3988769	10.351695255619857
chr19	3999858	4000635	22.416562862224406
chr19	4012520	4013224	22.066834953698244
chr19	4018851	4019520	16.0450880039255
chr19	4058682	4059628	15.18950082081317
chr19	4096456	4097658	38.76391207398273
chr19	4121178	4121883	20.218314732220158
chr19	4136007	4136303	10.184072813472232
chr19	4148305	4148923	13.246980705693316
chr19	4162793	4163786	11.938655757231775
chr19	4169178	4170074	24.505782494587557
chr19	4185539	4185902	10.788295446348585
chr19	4191573	4192541	21.495117252523247
chr19	4201285	4201988	14.875516561831045
chr19	4207045	4207412	9.948113043886439
chr19	4257413	4258160	13.642084931114432
chr19	4282690	4283469	16.785743060252784
chr19	4333679	4334370	12.631693915934363
chr19	4397080	4398204	16.184012514840667
chr19	4425043	4425738	9.919441584717456
chr19	4478088	4478440	14.025632500648499
chr19	4509866	4510943	26.635662045208747
chr19	4615184	4615893	15.524712799298243
chr19	4625215	4626134	12.752428619334955
chr19	4698421	4698849	12.532868436563795
chr19	4711433	4711904	13.145160428024907
chr19	4755768	4756839	25.84804710509285
chr19	4793481	4794543	23.140019992426065
chr19	4809978	4812394	39.119797064505406
chr19	4838907	4839744	17.10357329324155
chr19	4849733	4849979	13.314262808823004
chr19	4865108	4865698	13.352024739475574
chr19	4878165	4879120	17.131062327879263
chr19	4897089	4897540	12.295029261688436
chr19	4927645	4928462	25.07502697672663
chr19	4942619	4943390	15.861355218751267
chr19	4962053	4962580	21.075021646054466
chr19	4988926	4989450	13.416331866315304
chr19	5001914	5002324	18.453734553732524
chr19	5014988	5015515	20.431751265697734
chr19	5016554	5016984	21.81466505139373
chr19	5023457	5024407	33.29419326581453
chr19	5040974	5041737	14.606556357437475
chr19	5050311	5051057	17.17865550422157
chr19	5058375	5059361	22.807970942638466
chr19	5071792	5072616	29.557564494679276
chr19	5087678	5088797	29.377512797167302
chr19	5098524	5098889	18.47424960724295
chr19	5106978	5107364	14.888167391169256
chr19	5117296	5118307	16.872276686301454
chr19	5224518	5225018	13.936738372802735
chr19	5294960	5295576	28.10944251580672
chr19	5300768	5301202	15.456455224120672
chr19	5348961	5349219	11.472127001414927
chr19	5366250	5366822	26.647761551650255
chr19	5388845	5389105	13.669906799609844
chr19	5424047	5425532	13.353243414239852
chr19	5447644	5447918	11.949688615590116
chr19	5456987	5457802	20.27846442380566
chr19	5473906	5474322	13.558174062233705
chr19	5488061	5488312	42.12298655414961
chr19	5488639	5489484	33.69760368843756
chr19	5490610	5491629	35.386194594124
chr19	5510222	5510969	17.965242938663426
chr19	5529304	5529934	17.337801300533233
chr19	5559191	5560002	12.109743140040726
chr19	5567198	5568921	23.461506096531238
chr19	5580089	5580459	11.464983989096977
chr19	5601895	5602223	10.465804227968542
chr19	5609685	5610318	21.767361589705963
chr19	5637131	5637724	17.350891623086913
chr19	5648707	5649117	15.570363549488347
chr19	5654407	5654811	12.73465857175317
chr19	5663719	5663986	19.584352804033944
chr19	5688475	5689579	24.081360902475275
chr19	5696076	5696399	13.382122748407417
chr19	5756567	5757195	14.454405095167221
chr19	5757729	5758103	11.992956322144696
chr19	5771170	5771734	13.316033573015362
chr19	5786833	5787205	15.70864083433664
chr19	5797139	5797443	37.622878457370554
chr19	5803785	5804350	29.309296582652404
chr19	5806209	5806593	31.433716848492622
chr19	5809873	5810503	37.5675608377608
chr19	5817712	5818622	10.836773340518658
chr19	5845625	5847142	39.48293134579944
chr19	5849314	5849606	30.28731444110609
chr19	5893810	5894520	11.713766873722346
chr19	5912378	5913178	14.4798492705822
chr19	5924082	5924963	15.970068489382134
chr19	5965096	5965384	11.742818282710182
chr19	6014914	6016042	19.99203042696554
chr19	6029508	6030044	15.54391417752451
chr19	6046137	6047127	19.906181627331357
chr19	6067191	6068062	25.287008536258877
chr19	6077056	6077302	13.46762849063408
chr19	6084679	6085777	25.994776430460057
chr19	6118069	6119054	16.44165564212702
chr19	6127681	6128414	29.621774301359793
chr19	6140702	6141944	29.097354223954696
chr19	6226081	6226539	12.85090305295053
chr19	6235832	6236290	20.149121871681714
chr19	6240919	6241922	23.118676152329144
chr19	6270295	6270585	18.072582902579473
chr19	6276196	6277059	20.005294732395495
chr19	6278005	6278563	23.96108025889243
chr19	6305941	6306804	15.898922317964592
chr19	6321800	6322662	16.748985604730947
chr19	6331873	6332125	17.955336525326683
chr19	6334625	6335282	17.37349200720475
chr19	6341159	6341447	11.321347024705675
chr19	6363417	6364182	27.337719559513666
chr19	6417904	6418662	22.571604563881664
chr19	6427381	6427758	16.327029096669165
chr19	6428250	6429155	21.651345619180585
chr19	6452229	6453128	9.991952295695848
chr19	6488813	6489116	12.413909115807058
chr19	6492292	6492704	10.720914849957216
chr19	6502264	6502678	11.333465288226732
chr19	6513051	6513377	12.017762631726411
chr19	6529903	6530258	14.805091309883226
chr19	6577040	6577412	10.843317804798003
chr19	6652995	6653352	12.139798062856125
chr19	6660953	6661277	17.536316159330767
chr19	6663157	6663522	17.078037157450638
chr19	6675272	6676228	18.581372608200777
chr19	6830189	6830450	8.974999288946275
chr19	6830822	6831077	9.44779167175293
chr19	6840328	6841081	8.801024967614081
chr19	6855197	6855666	13.093960727455773
chr19	6909728	6910381	14.44111624684122
chr19	6921378	6922453	35.710175417523054
chr19	6933447	6933744	15.879192949545503
chr19	6941351	6942919	14.079816902575848
chr19	6950678	6950947	17.595074462181575
chr19	6951319	6952089	13.10463977045827
chr19	6969927	6970507	21.491968080915253
chr19	6974466	6974876	29.692412576442813
chr19	6979559	6980736	43.747026714107804
chr19	6992303	6992973	18.65067668886327
chr19	7039634	7040692	31.712166468903337
chr19	7056286	7056805	16.607237850769867
chr19	7057510	7058339	17.737577187569208
chr19	7103827	7104108	15.687810161359794
chr19	7143865	7144586	18.652526589603927
chr19	7165332	7165683	11.337842056893894
chr19	7196799	7197755	24.17003009209573
chr19	7205638	7206670	38.68906761971555
chr19	7217547	7218240	18.779675486455922
chr19	7235064	7235471	14.758129089411705
chr19	7241135	7241882	20.882239888151645
chr19	7245926	7246544	17.925738104724577
chr19	7261476	7261794	36.33106246684332
chr19	7264348	7265056	28.50836778629971
chr19	7341670	7342325	18.28639470893918
chr19	7353479	7354215	12.932172900308734
chr19	7369349	7369892	18.000999076590354
chr19	7382769	7383123	17.565464092513263
chr19	7388647	7388954	15.759139051654827
chr19	7416786	7417562	32.9135317937615
chr19	7418138	7418437	26.057896145211416
chr19	7482667	7483521	17.30989782145766
chr19	7493950	7494734	16.447141801824376
chr19	7583203	7584066	24.235852135429514
chr19	8252233	8252571	26.39022915744217
chr19	8662760	8663068	10.795668471943248
chr19	8716170	8716588	22.60837940508099
chr19	8723077	8723375	25.136160684111935
chr19	8741354	8741729	37.49569952901204
chr19	8757049	8757424	17.401263244628908
chr19	8785888	8786367	20.830805812349897
chr19	8802070	8802998	31.7183572886319
chr19	8818969	8820143	31.46273086911775
chr19	8837301	8837687	17.782232610672867
chr19	8871043	8872047	16.88970237994099
chr19	8881003	8881266	11.842382061164189
chr19	8888892	8889340	33.5157329503979
chr19	8892694	8893242	24.924165127051136
chr19	8897513	8898351	28.23835602352898
chr19	8920122	8920690	18.522752394138926
chr19	8928940	8929942	14.827350891516833
chr19	8941402	8942161	14.334850795027139
chr19	8966428	8967167	23.67357178792579
chr19	8989519	8990442	15.87191173598929
chr19	8997849	8998315	13.348393653083768
chr19	9081736	9082594	16.016423999012765
chr19	9135192	9135919	16.426467572806462
chr19	9215646	9215938	12.88341330828732
chr19	9511783	9512017	12.767913663489187
chr19	9836710	9837017	17.538468218005054
chr19	9860518	9861096	11.83747068903438
chr19	9899255	9899930	15.423711804990415
chr19	9982121	9983138	21.029375962451496
chr19	9992430	9993524	12.28243153622643
chr19	10017705	10018331	13.395630123516241
chr19	10033570	10034042	10.649773799766928
chr19	10060158	10060462	7.455501070148067
chr19	10101069	10101315	10.624728346258644
chr19	10101611	10102501	16.457967269554565
chr19	10129072	10130129	17.356793108590956
chr19	10169992	10170251	10.032330976950156
chr19	10182419	10183688	18.87376307389039
