chr1	3214481	3673498	Xkr4	chr1	3445675	3445952	genebody
chr1	4805892	4846735	Lypla1	chr1	4807464	4807733	promoter
chr1	4855693	4897909	Tcea1	chr1	4857334	4857648	promoter
chr1	4909575	5020734	Rgs20	chr1	4941242	4941644	genebody
chr1	5081172	5162549	Atp6v1h	chr1	5108381	5109355	genebody
chr1	6212661	6276104	Rb1cc1	chr1	6214238	6214521	promoter
chr1	7086919	7173628	Pcmtd1	chr1	7088503	7089420	promoter
chr1	7086919	7173628	Pcmtd1	chr1	7124970	7125507	genebody
chr1	8359738	9301877	Sntg1	chr1	8937889	8938343	genebody
chr1	9718621	9750382	Vcpip1	chr1	9748203	9748894	promoter
chr1	9745647	9771256	1700034P13Rik	chr1	9768003	9768906	genebody
chr1	9745647	9771256	1700034P13Rik	chr1	9748203	9748894	promoter
chr1	9796129	9902568	Sgk3	chr1	9798770	9799569	genebody
chr1	9796129	9902568	Sgk3	chr1	9825380	9825756	genebody
chr1	9796129	9902568	Sgk3	chr1	9848293	9848900	genebody
chr1	9796129	9902568	Sgk3	chr1	9874945	9875323	genebody
chr1	9942024	9946118	Snhg6	chr1	9944330	9944632	promoter
chr1	9942469	9944543	Snord87	chr1	9944330	9944632	promoter
chr1	9968621	10011136	Ppp1r42	chr1	9989759	9990127	genebody
chr1	10024599	10040159	Cops5	chr1	10037740	10038547	promoter
chr1	10024599	10040159	Cops5	chr1	10039289	10040200	promoter
chr1	10036217	10136768	Cspp1	chr1	10037740	10038547	promoter
chr1	10036217	10136768	Cspp1	chr1	10039289	10040200	promoter
chr1	10137506	10234670	Arfgef1	chr1	10169749	10170641	genebody
chr1	11412104	11601821	A830018L16Rik	chr1	11492560	11494100	genebody
chr1	11412104	11601821	A830018L16Rik	chr1	11501870	11502440	genebody
chr1	11412104	11601821	A830018L16Rik	chr1	11500897	11501586	genebody
chr1	12866549	12993135	Slco5a1	chr1	12873944	12874773	genebody
chr1	12866549	12993135	Slco5a1	chr1	12885586	12886973	genebody
chr1	13139104	13374429	Ncoa2	chr1	13227890	13228455	genebody
chr1	13139104	13374429	Ncoa2	chr1	13259366	13260547	genebody
chr1	13139104	13374429	Ncoa2	chr1	13372102	13372479	promoter
chr1	13625899	13662509	Lactb2	chr1	13643045	13643484	genebody
chr1	13625899	13662509	Lactb2	chr1	13646136	13646560	genebody
chr1	13625899	13662509	Lactb2	chr1	13661222	13661652	promoter
chr1	14168957	14312199	Eya1	chr1	14292211	14292941	genebody
chr1	15803645	15844052	Terf1	chr1	15804953	15806006	promoter
