chr1	3214481	3673498	Xkr4	chr1	3445169	3445952	genebody
chr1	4773199	4787726	Mrpl15	chr1	4785479	4786136	promoter
chr1	7086919	7173628	Pcmtd1	chr1	7088772	7089131	promoter
chr1	7086919	7173628	Pcmtd1	chr1	7124979	7125516	genebody
chr1	9543407	9547455	Rrs1	chr1	9544830	9545237	promoter
chr1	9718621	9750382	Vcpip1	chr1	9748602	9748849	promoter
chr1	9745647	9771256	1700034P13Rik	chr1	9748602	9748849	promoter
chr1	9745647	9771256	1700034P13Rik	chr1	9767958	9768918	genebody
chr1	9796129	9902568	Sgk3	chr1	9798915	9799570	genebody
chr1	9796129	9902568	Sgk3	chr1	9825102	9825779	genebody
chr1	9796129	9902568	Sgk3	chr1	9848293	9848825	genebody
chr1	9796129	9902568	Sgk3	chr1	9874865	9875297	genebody
chr1	9796129	9902568	Sgk3	chr1	9886931	9887289	genebody
chr1	9906637	9940954	Mcmdc2	chr1	9932109	9932700	genebody
chr1	10024599	10040159	Cops5	chr1	10037928	10038629	promoter
chr1	10024599	10040159	Cops5	chr1	10039067	10039617	promoter
chr1	10036217	10136768	Cspp1	chr1	10037928	10038629	promoter
chr1	10036217	10136768	Cspp1	chr1	10039067	10039617	promoter
chr1	10137506	10234670	Arfgef1	chr1	10169378	10170301	genebody
chr1	10137506	10234670	Arfgef1	chr1	10170691	10171099	genebody
chr1	10708386	10867874	Mir467e	chr1	10797684	10798452	genebody
chr1	11412104	11601821	A830018L16Rik	chr1	11466574	11467165	genebody
chr1	11412104	11601821	A830018L16Rik	chr1	11467422	11467698	genebody
chr1	11412104	11601821	A830018L16Rik	chr1	11492706	11494200	genebody
chr1	12866549	12993135	Slco5a1	chr1	12874239	12874776	genebody
chr1	12866549	12993135	Slco5a1	chr1	12875157	12875588	genebody
chr1	12866549	12993135	Slco5a1	chr1	12885784	12887062	genebody
chr1	13113427	13129163	Prdm14	chr1	13117946	13118841	genebody
chr1	13113427	13129163	Prdm14	chr1	13125541	13125883	genebody
chr1	13139104	13374429	Ncoa2	chr1	13259355	13260330	genebody
chr1	13625899	13662509	Lactb2	chr1	13642759	13643580	genebody
chr1	13625899	13662509	Lactb2	chr1	13646076	13646786	genebody
chr1	13625899	13662509	Lactb2	chr1	13660113	13660457	promoter
chr1	14168957	14312199	Eya1	chr1	14292066	14292952	genebody
chr1	15803645	15844052	Terf1	chr1	15804953	15805911	promoter
chr1	15803645	15844052	Terf1	chr1	15814916	15815445	genebody
chr1	15803645	15844052	Terf1	chr1	15837802	15838830	genebody
chr1	16065978	16095325	4930444P10Rik	chr1	16079870	16080380	genebody
chr1	16065978	16095325	4930444P10Rik	chr1	16085741	16086308	genebody
chr1	16065978	16095325	4930444P10Rik	chr1	16093452	16094079	promoter
chr1	16101295	16106433	Rpl7	chr1	16104439	16105312	promoter
chr1	16103881	16132550	Rdh10	chr1	16104439	16105312	promoter
chr1	16228809	16521302	Stau2	chr1	16371240	16371602	genebody
chr1	16642764	16658865	Tceb1	chr1	16657224	16657631	promoter
chr1	16642764	16658865	Tceb1	chr1	16658322	16658884	promoter
chr1	16655551	16662278	D030040B21Rik	chr1	16657224	16657631	promoter
chr1	16655551	16662278	D030040B21Rik	chr1	16658322	16658884	promoter
chr1	16663190	16678275	Tmem70	chr1	16664729	16665073	promoter
chr1	16686455	16709605	Ly96	chr1	16686147	16686868	promoter
chr1	18210052	18225564	Defb44-ps	chr1	18223245	18224128	promoter
chr1	21238584	21265575	Gsta3	chr1	21252760	21253021	genebody
chr1	21238584	21265575	Gsta3	chr1	21256275	21256934	genebody
chr1	21366330	21369743	Khdc1c	chr1	21368106	21368407	promoter
chr1	21381555	21386384	Khdc1b	chr1	21381237	21381950	promoter
chr1	21381555	21386384	Khdc1b	chr1	21383147	21383397	promoter
chr1	21398402	21963942	Kcnq5	chr1	21400186	21400509	genebody
chr1	23759925	23847858	B3gat2	chr1	23827024	23827544	genebody
chr1	23845624	23911736	Smap1	chr1	23870389	23870754	genebody
chr1	23845624	23911736	Smap1	chr1	23873398	23874054	genebody
chr1	24676543	24766301	Lmbrd1	chr1	24687687	24688944	genebody
chr1	30802341	30865256	Phf3	chr1	30817534	30817986	genebody
chr1	30940302	30951755	Ptp4a1	chr1	30949831	30950373	promoter
chr1	30941591	30951710	Gm13363	chr1	30949831	30950373	promoter
chr1	33906224	34308662	Dst	chr1	34106738	34107504	genebody
chr1	34433120	34435199	Mir5103	chr1	34434990	34435377	promoter
chr1	34436669	34441672	Ccdc115	chr1	34439431	34440038	promoter
chr1	34437828	34445747	Imp4	chr1	34439431	34440038	promoter
chr1	34533647	34544311	Cfc1	chr1	34536520	34537629	genebody
chr1	36066399	36106446	Hs6st1	chr1	36067809	36068209	promoter
chr1	36066399	36106446	Hs6st1	chr1	36074033	36074342	genebody
chr1	36066399	36106446	Hs6st1	chr1	36076782	36077814	genebody
chr1	36140027	36246302	Uggt1	chr1	36240489	36240754	genebody
chr1	36140027	36246302	Uggt1	chr1	36243976	36244636	promoter
chr1	36305732	36324029	Arid5a	chr1	36307707	36308036	promoter
chr1	36469596	36508776	Cnnm4	chr1	36476539	36476896	genebody
chr1	36509875	36528237	Cnnm3	chr1	36511461	36511807	promoter
chr1	36509875	36528237	Cnnm3	chr1	36516193	36516442	genebody
chr1	36538172	36549201	Ankrd39	chr1	36546733	36547217	promoter
chr1	36599970	36685183	Fam178b	chr1	36629170	36629510	genebody
chr1	36599970	36685183	Fam178b	chr1	36650184	36650637	genebody
chr1	36712537	36757960	4933424G06Rik	chr1	36732350	36733280	genebody
chr1	36759797	36782820	Zap70	chr1	36770844	36771461	genebody
chr1	36759797	36782820	Zap70	chr1	36771728	36772301	genebody
chr1	37417084	37432103	Coa5	chr1	37429844	37430449	promoter
chr1	37428171	37439124	Unc50	chr1	37429844	37430449	promoter
